,S2,S2_conf
"('(1, -4)', '(1, 3)')",0.17248159541192248,0.43985177386471463
"('(1, -4)', '(1, 4)')",0.03857728956581191,0.6290589681480155
"('(1, -4)', '(1, 5)')",-0.011382245274603686,0.8307798815223122
"('(1, -4)', '(2, -5)')",0.009325530231323584,0.7571351212749334
"('(1, -4)', '(2, -4)')",0.013318385730981736,0.7435164534575666
"('(1, -4)', '(2, -3)')",0.019371878882946447,0.7160557423569435
"('(1, -4)', '(2, -2)')",0.015025024494091987,0.704589144701515
"('(1, -4)', '(2, -1)')",0.046657766689697074,0.6385568694425119
"('(1, -4)', '(2, 0)')",0.08629716663442383,0.5461034927123409
"('(1, -4)', '(2, 1)')",-0.06431621044067509,0.8590331907702189
"('(1, -4)', '(2, 2)')",-0.005776123007510903,0.8095277115406657
"('(1, -4)', '(2, 3)')",0.0825987957403444,0.5728150577527082
"('(1, -4)', '(2, 4)')",-0.014961123816765731,0.7447597996803085
"('(1, -4)', '(2, 5)')",-0.07896613640257705,0.8364951718444403
"('(1, -4)', '(3, -5)')",0.04906426637321665,0.6384574526211958
"('(1, -4)', '(3, -4)')",0.08503232041262769,0.5655355267583289
"('(1, -4)', '(3, -3)')",0.013556109363715901,0.6804783915291889
"('(1, -4)', '(3, -2)')",-0.014951643791314084,0.7947574813772446
"('(1, -4)', '(3, -1)')",-0.07602743780707505,0.7963912775580574
"('(1, -4)', '(3, 0)')",0.13249998676003116,0.48423708297908646
"('(1, -4)', '(3, 1)')",0.041735488061905135,0.7367053054496507
"('(1, -4)', '(3, 2)')",0.08584360901502741,0.6004000574657536
"('(1, -4)', '(3, 3)')",-0.0006951441644054979,0.7790959912951319
"('(1, -4)', '(3, 4)')",0.22827234909705785,0.3832039315437776
"('(1, -4)', '(3, 5)')",0.03525275037491668,0.7338800246582737
"('(1, -4)', '(4, -5)')",0.21184685989791963,0.3959153616484687
"('(1, -4)', '(4, -4)')",-0.010499980170007885,0.9839928215614498
"('(1, -4)', '(4, -3)')",0.11795394970764939,0.5326186562110506
"('(1, -4)', '(4, -2)')",0.2735306182243058,0.4584452042968529
"('(1, -4)', '(4, -1)')",0.10553712770805221,0.5552995949589766
"('(1, -4)', '(4, 0)')",-0.059349706519842726,0.901677340050613
"('(1, -4)', '(4, 1)')",0.0663318956045619,0.6629420510522858
"('(1, -4)', '(4, 2)')",0.10184682555294128,0.5047017284506082
"('(1, -4)', '(4, 3)')",-0.03091113164663223,0.8027823438417556
"('(1, -4)', '(4, 4)')",0.16260598153305722,0.4757097102003146
"('(1, -4)', '(4, 5)')",-0.07850516515727167,0.8983835975346393
"('(1, -3)', '(1, -2)')",0.37290116873830703,0.585902488769333
"('(1, -3)', '(1, -1)')",0.5462532619516247,0.8286343478399415
"('(1, -3)', '(1, 0)')",0.4382038092508377,0.729865515137792
"('(1, -3)', '(1, 1)')",0.44369140737373625,0.7115019870533544
"('(1, -3)', '(1, 2)')",0.3314610383319647,0.6726880202607677
"('(1, -3)', '(1, 3)')",0.5319876376116858,0.7989640349519158
"('(1, -3)', '(1, 4)')",0.46585462231862984,0.6477557416815921
"('(1, -3)', '(1, 5)')",0.440305442713819,0.8032322122593866
"('(1, -3)', '(2, -5)')",0.25333574428247735,0.4191499916504352
"('(1, -3)', '(2, -4)')",0.3621808038329861,0.5724730353919102
"('(1, -3)', '(2, -3)')",0.44566379485081004,0.68605163053922
"('(1, -3)', '(2, -2)')",0.48251360437520546,0.7182275390348984
"('(1, -3)', '(2, -1)')",0.4974414623652493,0.8175672065762059
"('(1, -3)', '(2, 0)')",0.5944678382249204,0.7804264172334658
"('(1, -3)', '(2, 1)')",0.5165286834889433,0.7358111442086586
"('(1, -3)', '(2, 2)')",0.25084928557097386,0.6797139291746932
"('(1, -3)', '(2, 3)')",0.5515703376971656,0.7410462326773488
"('(1, -3)', '(2, 4)')",0.4833136968309209,0.655548619049703
"('(1, -3)', '(2, 5)')",0.5288457845198751,0.7595553419077963
"('(1, -3)', '(3, -5)')",0.4359113521377204,0.6959619573932594
"('(1, -3)', '(3, -4)')",0.3873692838352783,0.6464249500783851
"('(1, -3)', '(3, -3)')",0.5307512802659797,0.7142973864475476
"('(1, -3)', '(3, -2)')",0.46975036079765364,0.6885494101712694
"('(1, -3)', '(3, -1)')",0.6384943260760623,0.7759794560385276
"('(1, -3)', '(3, 0)')",0.4948512092650977,0.779539134978843
"('(1, -3)', '(3, 1)')",0.42812838991969737,0.7383732291170095
"('(1, -3)', '(3, 2)')",0.4508328708829997,0.7481409097995476
"('(1, -3)', '(3, 3)')",0.47966027319901816,0.7608891754427891
"('(1, -3)', '(3, 4)')",0.43784080655173474,0.821028008953047
"('(1, -3)', '(3, 5)')",0.30590890741639204,0.5676463898329928
"('(1, -3)', '(4, -5)')",0.4064738899828841,0.6671196579578108
"('(1, -3)', '(4, -4)')",0.21470478219723016,0.7233172460645712
"('(1, -3)', '(4, -3)')",0.21976214319078788,0.3982016822188102
"('(1, -3)', '(4, -2)')",0.29463239772643035,0.7241044314539777
"('(1, -3)', '(4, -1)')",0.4941118462843176,0.774595280550702
"('(1, -3)', '(4, 0)')",0.47265452597627544,0.6651073187779216
"('(1, -3)', '(4, 1)')",0.31450344838427424,0.5288054328641573
"('(1, -3)', '(4, 2)')",0.4796770688974984,0.6188789593008448
"('(1, -3)', '(4, 3)')",0.5665347891524799,0.7419003826851424
"('(1, -3)', '(4, 4)')",0.32511053015634983,0.555477112056184
"('(1, -3)', '(4, 5)')",0.30992057097995235,0.7192132500306823
"('(1, -2)', '(1, -1)')",0.34204925730192925,0.45254229950901714
"('(1, -2)', '(1, 0)')",0.07679771194834498,0.46891081386446265
"('(1, -2)', '(1, 1)')",0.012400248855983967,0.6650081127777827
"('(1, -2)', '(1, 2)')",0.053334750485359905,0.3283779628940917
"('(1, -2)', '(1, 3)')",0.12139363640084108,0.4259743865233571
"('(1, -2)', '(1, 4)')",0.14250166249870821,0.2435941818451701
"('(1, -2)', '(1, 5)')",0.28058529913286373,0.42318999079957403
"('(1, -2)', '(2, -5)')",-0.040704739898543174,0.2623402654347127
"('(1, -2)', '(2, -4)')",0.08240689801876439,0.24731726697603698
"('(1, -2)', '(2, -3)')",0.10311232605135937,0.2434390406336802
"('(1, -2)', '(2, -2)')",0.2411909522237529,0.36375555818487104
"('(1, -2)', '(2, -1)')",0.09490327565535892,0.24048592398801502
"('(1, -2)', '(2, 0)')",0.2541704035787675,0.4247615364148968
"('(1, -2)', '(2, 1)')",0.24735980013483422,0.3334986549226556
"('(1, -2)', '(2, 2)')",-0.12463931816701675,0.3752093771779395
"('(1, -2)', '(2, 3)')",0.2786200181269048,0.4185764601674981
"('(1, -2)', '(2, 4)')",0.18581200988714527,0.27312203522691497
"('(1, -2)', '(2, 5)')",0.1660700063528014,0.24286714133914253
"('(1, -2)', '(3, -5)')",0.15670386262306057,0.34622931692195624
"('(1, -2)', '(3, -4)')",0.0796327803865069,0.24752994146153662
"('(1, -2)', '(3, -3)')",0.2564728993109233,0.3605633424481074
"('(1, -2)', '(3, -2)')",0.19414878389875156,0.3002284222110736
"('(1, -2)', '(3, -1)')",0.37545589681369373,0.4204434420698013
"('(1, -2)', '(3, 0)')",0.23044564567169468,0.4805743138998093
"('(1, -2)', '(3, 1)')",0.21863738767905128,0.37320539027577804
"('(1, -2)', '(3, 2)')",0.18888568117960136,0.4232873124340968
"('(1, -2)', '(3, 3)')",0.18692838144478136,0.36455608701456776
"('(1, -2)', '(3, 4)')",0.16548848338220487,0.5605740217621414
"('(1, -2)', '(3, 5)')",0.06629994535016229,0.2119121798984913
"('(1, -2)', '(4, -5)')",0.03949203694665048,0.35785933477638876
